"","text.X","text.text"
"218",218,"А ты подписан на e-mail рассылку новостей http://t.co/e3cXGmE1aa? http://t.co/sfRWz3xxzk http://t.co/hgtXD6mOY7"
"219",219,"Южноуральцы разыскали останки крымчанина, пропавшего в ВОВ http://t.co/boOY6pqj9U http://t.co/EKSTUgoe5O"
"220",220,"Рекордным салютом отметили 9 мая в Челябинске http://t.co/MZykHh3bqB http://t.co/piy9WvMwId"
"221",221,"17 туристов пропали во время сплава по реке Катав http://t.co/vhROlKftOv http://t.co/E0KEQSnrKF"
"222",222,"«Металлург» и «Трактор» сыграют друг с другом в межсезонье http://t.co/HPipF1YgBL http://t.co/L2UXu0YFuI"
"223",223,"Годовалая девочка погибла на пожаре в отсутствие родителей http://t.co/gSFmsZYbps http://t.co/NEGNt5I3xP"
"224",224,"Мотоциклист и пешеход погибли в ДТП в Миассе http://t.co/NhLaK0xmeC http://t.co/74mZ3gKwjQ"
"225",225,"На «Аллее России» в Севастополе появится дерево Челябинской области http://t.co/NCPaB2EXO3 http://t.co/jydBV4xkeO"
"226",226,"Смотрите полную версию челябинского Парада Победы 9 мая на сайте «Первый областной» http://t.co/ShSUER6MOo http://t.co/XUDHsVOIGa"
"227",227,"На драфте юниоров КХЛ «Трактор» и «Металлург» выбрали 16 своих воспитанников http://t.co/44K4glxFrl http://t.co/tRYBclVczH"
"228",228,"http://t.co/DoR6oTQlkH"
"229",229,"Александру Розенбауму подарили именную казачью шашку на концерте в Златоусте http://t.co/nczDiB3OZQ http://t.co/CKYSOmulKU"
"230",230,"В честь Дня Победы автомобилисты Троицка устроили пробег до Берлина http://t.co/sbvskOWzBt http://t.co/gb081TPowY"
"231",231,"Смотрите сейчас на сайте «Первый областной» онлайн-трансляцию парада Победы http://t.co/cOEqryQgbF http://t.co/ZAnf70IA3j"
"232",232,"На дороге в Кизильском районе полицейский врезался в лошадей: 2 человека погибли http://t.co/rA04srS4es http://t.co/DHUz94HiEP"
"233",233,"В Челябинской области в ДТП мотоцикла и «Лады» погиб 23-летний парень http://t.co/dQ2XEUG1FP http://t.co/ZX9E1d8HkK"
"234",234,"Южноуральский летчик совершил первый в истории ночной таран http://t.co/OSqAguikmg http://t.co/22mmaQnnQs"
"235",235,"http://t.co/o24teZs7ym"
"236",236,"Смотрите сегодня на сайте «Первый областной» онлайн-трансляцию парада Победы http://t.co/hNwjFNLiqt http://t.co/3SFm4jLbJV"
"237",237,"Что купить. (Пособие для покупателя) — Куртки: http://t.co/Vq0MXZvmuS на @YouTube"
"238",238,"Саткинскую фирму подозревают в фиктивном погребении ветеранов ВОВ http://t.co/KksC3OIsef http://t.co/ijUo4WecHM"
"239",239,"Борис Дубровский поздравил южноуральцев с 9 мая http://t.co/qVYVl5vrfX http://t.co/ktPyNZHx2O"
"240",240,"ГИБДД Челябинской области усилит работу в праздничные дни http://t.co/BfnaA84jPX http://t.co/auTKevKNcL"
"241",241,"Руководство Челябинской области поздравило ветеранов с Днем Победы  http://t.co/NbuRAbulhQ http://t.co/CcZkv7GuVp"
"242",242,"Челябинские школьники поставили спектакль в честь 70-летия окончания блокады Ленинграда http://t.co/4u5i8Y8IW4 http://t.co/M5YckHMeCR"
"243",243,"Челябинские хоккеисты-любители разыгрывают второй ледовый дворец в НХЛ http://t.co/I9ylHbUKYa http://t.co/KVO3xCeyRo"
"244",244,"Жительница Чебаркуля выносила ребенка после пересадки донорской почки http://t.co/FmOVdg6cdL http://t.co/6usgV89C6o"
"245",245,"Студенты отжались на площади перед ЮУрГУ в честь Великой Победы http://t.co/qdlPhnuTcu http://t.co/uFgQipraQZ"
"246",246,"Баннеры с портретами Иосифа Сталина сняли с щитов в центре Челябинска http://t.co/TK91btLlpq http://t.co/Pl5t9kJIGB"
"247",247,"Рыбак погиб, опрокинувшись на резиновой лодке http://t.co/yvv83MRMHf http://t.co/XEbWlV2dNT"
"248",248,"В Челябинск приходит всемирно известная фаст-фуд сеть KFC http://t.co/QX00eYt4SO http://t.co/OTyOyzQ1tS"
"249",249,"Мужчину отправили в колонию за избиение несовершеннолетней беременной http://t.co/5jyMwQBIww http://t.co/8qFtbr15TU"
"250",250,"«Псих», выбивший ногой стекло авто и напавший на водительницу, попал на видео http://t.co/0IWgLQ1NqE http://t.co/ld6Gy5kJuB"
"251",251,"Мальчик головой застрял в батарее во время игры с мамой http://t.co/kdZQr1GyQz http://t.co/jFvN6fq3FH"
"252",252,"Школьница госпитализирована с проломленным черепом после ДТП в Челябинске http://t.co/bJwZwUpoi3 http://t.co/wA5bA6mXke"
"253",253,"Вандалы написали на памятнике в Челябинске нецензурную брань http://t.co/oSP3nuRBOg http://t.co/tZuI25Bq4i"
"254",254,"Глава региона распорядился оказать помощь челябинцу, выпавшему с балкона в Турции http://t.co/ZsTxJTPudl http://t.co/4deycwzk4m"
"255",255,"Завышение цен на такси во время снегопада оправдали антимонопольщики http://t.co/C3bFiKW2WE http://t.co/cnKDJQXRYN"
"256",256,"Пенсионер спас от забвения Знамя Победы, выброшенное в мусор http://t.co/cK3FkUX4J4 http://t.co/gmKCQBrjMR"
"257",257,"В Челябинске раздадут Георгиевские ленты к 9 мая http://t.co/mOPgiKN8Ji http://t.co/S8aQ2KiQL2"
"258",258,"Бабушка семьи-участницы «Дома-2» из Челябинска поздравила ветеранов с 9 мая http://t.co/Gv9nUNI1Lh http://t.co/p8ezUOc33e"
"259",259,"Россия планирует колонизировать Луну в 2030 году http://t.co/LuL3PWAQEM http://t.co/GQmxmR9Ptm"
"260",260,"Музейные танки и самоходки проедут по Челябинску в День Победы http://t.co/6WCmeEh60g http://t.co/iOIpsHcjoW"
"261",261,"9 мая челябинцы увидят парад, салют и угостятся полевой кухней. АФИША МЕРОПРИЯТИЙ http://t.co/hV5Oh9B40V http://t.co/ixn8uwEVgh"
"262",262,"Мужчина погиб в садовом пожаре под Копейском http://t.co/3mmOthJqWT http://t.co/B3Zh8Azt4W"
"263",263,"Последние свидетели Бабьего Яра расскажут правду о страшном эпизоде ВОВ на  http://t.co/7z36jAvtfj http://t.co/uVYltuhZxS"
"264",264,"http://t.co/vUpNKhBgGn"
"265",265,"Мотоциклист погиб, наехав на пешехода в Карталах http://t.co/ulUjclijBp http://t.co/NOcRX846bn"
"266",266,"Что купить. (Пособие для покупателя) — Семена: http://t.co/2MbYJrFWOB на @YouTube"
"267",267,"В рамках стратегии развития Челябинской области в Снежинске будут развивать ядерную медицину http://t.co/TuVOrty8Q8 http://t.co/Qrel6gLP9X"
"268",268,"9 мая общественный транспорт в Челябинске будет работать до 2 ночи http://t.co/BXonwJbC4k http://t.co/1NwlLafsz0"
"269",269,"В Челябинске высадят 20 тысяч деревьев и кустарников. Список улиц http://t.co/GyM5dpEcQw http://t.co/wNaO5gL3VE"
"270",270,"В Челябинске появились баннеры с портретами Иосифа Сталина http://t.co/SycLkeXf9Z http://t.co/NuV95O9g6m"
"271",271,"В Магнитогорске воры автодеталей разбирали машину прямо в чужом гараже http://t.co/PLiqoSWE2q http://t.co/j0KyywJj7A"
"272",272,"На Южном Урале ожидают грозы и град http://t.co/lnDWqfufab http://t.co/qcjYiwtsfw"
